url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/1,Gestione Cassa Pensioni Statali;,,it,1
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/11,Gestione E.N.A.M.,,it,11
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/2,Gestione Cassa Pensioni Dipendenti Enti Locali;,,it,2
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/3,Gestione Cassa Pensioni Insegnanti;,,it,3
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/4,Gestione Cassa Pensioni Sanitari;,,it,4
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/5,Gestione Cassa Pensioni Ufficiali Giudiziari;,,it,5
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/6,Gestione I.N.A.D.E.L.,,it,6
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/7,Gestione E.N.P.A.S.,,it,7
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/8,Gestione E.N.P.D.E.P. (Assicurazione Sociale Vita),,it,8
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codici_gestioni/9,Gestione Unitaria delle prestazioni creditizie e sociali.,,it,9
