url,id,label_it,level,parent
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/CC,CC,Cieco civile,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/H,H,Handicap,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/IC,IC,Invalido civile di età compresa tra 18 e 65 anni ,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICM,ICM,Invalido civile minore di età,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICU,ICU,Invalido civile ultrasessantacinquenne,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INAIL,I_INAIL,Invalido INAIL,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS,I_INPS,Invalido INPS,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS_INPDAP,I_INPS_INPDAP,Invalido INPS gestione ex INPDAP,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/SC,SC,Sordo civile,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/TPOG,TPOG,Trattamento di privilegio ordiario e di guerra,1,
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/CCDG,CCDG,Cieco civile con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/CC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/CCDM,CCDM,Cieco civile con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/CC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/CCNA,CCNA,Cieco civile non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/CC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/HDG,HDG,Handicap con disabilià grave,,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/H
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICDG,ICDG,Invalido civile di età compresa tra 18 e 65 anni  con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/IC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICDM,ICDM,Invalido civile di età compresa tra 18 e 65 anni  con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/IC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICMDG,ICMDG,Invalido civile minore di età con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICM
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICMDM,ICMDM,Invalido civile minore di età con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICM
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICMNA,ICMNA,Invalido civile minore di età non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICM
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICNA,ICNA,Invalido civile di età compresa tra 18 e 65 anni non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/IC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICUDG,ICUDG,Invalido civile ultrasessantacinquenne con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICU
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICUDM,ICUDM,Invalido civile ultrasessantacinquenne con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICU
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/ICUNA,ICUNA,Invalido civile ultrasessantacinquenne non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/ICU
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INAIL_DG,I_INAIL_DG,Invalido INAIL con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INAIL
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INAIL_DM,I_INAIL_DM,Invalido INAIL con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INAIL
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INAIL_NA,I_INAIL_NA,Invalido INAIL non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INAIL
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INPS_DG,I_INPS_DG,Invalido INPS con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INPS_DM,I_INPS_DM,Invalido INPS con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INPS_INPDAP_DG,I_INPS_INPDAP_DG,Invalido INPS gestione ex INPDAP  con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS_INPDAP
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INPS_INPDAP_DM,I_INPS_INPDAP_DM,Invalido INPS gestione ex INPDAP con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS_INPDAP
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/I_INPS_NA,I_INPS_NA,Invalido INPS non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/I_INPS
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/SCDG,SCDG,Sordo civile con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/SC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/SCDM,SCDM,Sordo civile con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/SC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/TPOGDG,TPOGDG,Trattamento di privilegio ordiario e di guerra con disabilità grave,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/TPOG
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/TPOGDM,TPOGDM,Trattamento di privilegio ordiario e di guerra con disabilità media,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/TPOG
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello2/TPOGNA,TPOGNA,Trattamento di privilegio ordiario e di guerra non autosufficiente,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_disabilita/livello1/TPOG
