url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/001,Lavoratori Dipendenti,,it,001
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/002,CD/CM,,it,002
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/003,Artigiani,,it,003
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/004,Commercianti,,it,004
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/005,Lavoratori Parasubordinati,,it,005
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/006,Prestazioni assistenziali,,it,006
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/007,Fondi speciali,,it,007
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/008,Esodati,,it,008
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/009,EX-ENPAO,,it,009
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/010,Facoltative,,it,010
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/011,Vitalizie,,it,011
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/012,Certificazione,,it,012
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/013,Certificazione contributiva,,it,013
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/014,ECOCERT,,it,014
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/015,Rateo,,it,015
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/016,Certificazione,,it,016
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/017,Prolungamento Esodo,,it,017
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/018,Ex ENPALS,,it,018
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/019,Gestione ex INPDAP,,it,019
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/020,APE,,it,020
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/021,Richiesta EESSI,,it,021
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/099,Da determinare,,it,099
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/101,Categorie non meccanizzate,,it,101
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/201,Totalizzazione,,it,201
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/202,Cumulo,,it,202
https://w3id.org/italia/social-security/controlled-vocabulary/pensions/tipo_gestione/203,Cumulo D.lgs. 184/1997,,it,203
