url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/A,Pensionati,,it,A
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/B,Pensionati da casellario pensionistico,,it,B
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/C,"Insegnanti universitari, compresi docenti, incaricati, ricercatori e assimilati",,it,C
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/D,Insegnanti e presidi di scuola media,,it,D
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/E,Insegnanti e direttori di scuola elementare e materna,,it,E
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/F,Graduati e truppa,,it,F
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/G,Sottufficiali,,it,G
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/H,Ufficiali,,it,H
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/K,Magistrati,,it,K
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/L,Dipendenti all’estero,,it,L
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/M,"Soci delle cooperative di produzione e lavoro, delle cooperative di servizi, delle cooperative agricole e di prima trasformazione dei prodotti agricoli e delle cooperative della piccola pesca (art. 50, comma 1, lett. a), del Tuir)",,it,M
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/N,"Percipienti indennità e compensi erogati per incarichi svolti in qualità di dipendente (art. 50, comma 1, lett. b), del Tuir)",,it,N
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/P,"Beneficiari di borse di studio o di assegno, premio o sussidio per fini di studio o di addestramento professionale, non legati da rapporti di lavoro dipendente nei confronti del soggetto erogante (art. 50, comma 1, lett. c) del Tuir)",,it,P
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Q,"Ministri del culto (art. 50, comma 1, lett. d), del Tuir)",,it,Q
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/R,"Medici che svolgono attività libero-professionale intramuraria (art. 50, comma 1, lett. e), del Tuir)",,it,R
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/S,"Percipienti indennità, gettoni di presenza e altri compensi corrisposti dallo Stato, dalle Regioni, dalle Province e dai Comuni per l’esercizio di pubbliche funzioni, membri delle Commissioni tributarie, giudici di pace e esperti del Tribunale di sorveglianza (art. 50, comma 1, lett. f), del Tuir)",,it,S
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/T,"Percipienti indennità, comunque denominate, erogate per le cariche elettive di cui all’art. 114 della Costituzione (indennità per i consiglieri regionali, provinciali e comunali) e alla L. 27 dicembre 1985, n. 816 (indennità per gli amministratori locali, ad esempio sindaci, assessori comunali, presidente e assessori provinciali, ecc.) (art. 50, comma 1, lett. g), del Tuir)",,it,T
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/T1,Indennità a parlamentare o a giudice costituzionale,,it,T1
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/T2,Assegno vitalizio diretto o di reversibilità a parlamentare o a giudice costituzionale,,it,T2
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/T3,Indennità o assegno vitalizio a parlamentare cessato dal mandato in corso d’anno,,it,T3
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/T4,Corte Costituzionale categoria ad esaurimento,,it,T4
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/U,"Percipienti rendite vitalizie e rendite a tempo determinato, costituite a titolo oneroso (art. 50, comma 1, lett. h), del Tuir)",,it,U
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/V,"Percipienti prestazioni comunque erogate in forma di trattamento periodico dalle forme pensionistiche complementari, ai sensi del D.Lgs. 21 aprile 1993, n. 124 (art. 50, comma 1, lett. h-bis), del Tuir)",,it,V
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/W,"Percipienti assegni periodici, comunque denominati, alla cui produzione non concorrono né capitale né lavoro (art. 50, comma 1, lett. i), del Tuir)",,it,W
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Y,"Lavoratori impegnati in lavori socialmente utili (art. 50, comma 1, lett. l), del Tuir)",,it,Y
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Z,Eredi,,it,Z
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Z2,Ex coniuge (in caso di procedure di pignoramento presso terzi),,it,Z2
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Z3,Soci di cooperative artigiane di cui legge n. 208 del 2005,,it,Z3
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/categorie_particolari/Z4,Dipendenti di ditta appaltatrice inadempiente,,it,Z4
