url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/1,"Rappresentante legale, negoziale o di fatto, socio amministratore",,it,1
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/10,"Rappresentante fiscale di soggetto non residente con le limitazioni di cui all’art. 44, comma 3, del D.L. n. 331/1993",,it,10
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/11,Soggetto esercente l’attività tutoria del minore o interdetto in relazione alla funzione istituzionale rivestita,,it,11
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/12,Liquidatore (liquidazione volontaria di ditta individuale - periodo ante messa in liquidazione),,it,12
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/13,Amministratore di condominio,,it,13
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/14,Soggetto che sottoscrive la dichiarazione per conto di una pubblica amministrazione,,it,14
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/15,Commissario liquidatore di una pubblica amministrazione,,it,15
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/2,"Rappresentante di minore, inabilitato o interdetto, ovvero curatore dell’eredità giacente, amministratore di eredità devoluta sotto condizione sospensiva o in favore di nascituro non ancora concepito ovvero amministratore di sostegno per le persone con limitata capacità di agire",,it,2
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/3,Curatore fallimentare/curatore della liquidazione giudiziale,,it,3
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/4,Commissario liquidatore (liquidazione coatta amministrativa ovvero amministrazione straordinaria),,it,4
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/5,"Commissario giudiziale (amministrazione controllata) ovvero custode giudiziario (custodia giudiziaria), ovvero amministratore giudiziario in qualità di rappresentante dei beni sequestrati",,it,5
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/6,Rappresentante fiscale di soggetto non residente,,it,6
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/7,Erede,,it,7
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/8,Liquidatore (liquidazione volontaria),,it,8
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_carica/9,"Soggetto tenuto a presentare la dichiarazione ai fini IVA per conto del soggetto estinto a seguito di operazioni straordinarie o altre trasformazioni sostanziali soggettive (cessionario d’azienda, società beneficiaria, incorporante, conferitaria, ecc.); ovvero, ai fini delle imposte sui redditi e/o dell’IRAP, rappresentante della società beneficiaria (scissione) o della società risultante dalla fusione o incorporazione",,it,9
