url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/50CUK,ARTICOLO 50 TUE,,it,50CUK
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/50FFK,ARTICOLO 50 TUE-FAMILIARE LAV. FRONT.,,it,50FFK
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/50FRK,ARTICOLO 50 TUE-LAV. FRONTALIERO,,it,50FRK
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/50FUK,ARTICOLO 50 TUE-FAMILIARE,,it,50FUK
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ADZNE,ADOZIONE,,it,ADZNE
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/AFFIS,AFFIDAMENTO,,it,AFFIS
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/APORI,RICON. APOLIDE-DPR 334/04 ART. 1 C. 1 LET. C.,,it,APORI
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ASIL3,ASILO,,it,ASIL3
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ASIL6,RICHIESTA ASILO,,it,ASIL6
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ASMIN,ASSISTENZA MINORI DL 8.1.07 N.5 ART. 2 C. 6,,it,ASMIN
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ATAPO,ATTESA STATUS APOLIDIA ART.11 DPR.394/99,,it,ATAPO
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ATCIT,ATTESA CITTAD. ART.11 DPR.394/99 L92/91,,it,ATCIT
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/ATSPO,ATTIVITA SPORTIVA,,it,ATSPO
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/BIFAM,MOTIVI FAMILIARI ART.9 TER C. 6 T.U.I.,,it,BIFAM
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/CALAM,CALAMITA' NATURALI ART.20 BIS TUI,,it,CALAM
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/CASIL,"ASILO ART. 9, C.1 BIS",,it,CASIL
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/CPSUS,"PROTEZIONE SUSSIDIARIA ART. 9, C.1 BIS",,it,CPSUS
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/motivi_permesso/CSST1,PERM.SOGGIORNO CE SOGG. LUNGO PERIODO,,it,CSST1
