url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/01,Lavoratore autonomo distaccato,,it,01
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/02,Lavoratore autonomo che esercita un'attivit� in pi� stati,,it,02
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/03,Lavoratore autonomo e subordinato che esercita un'attivit� in pi� stati,,it,03
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/04,Dipendente pubblico,,it,04
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/05,Dipendente pubblico che svolge attivit� di lavoro subordinato e/o autonomo in pi� stati,,it,05
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/06,Lavoratore subordinato che esercita un'attivit� in pi� stati,,it,06
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/07,Lavoratore subordinato/autonomo che � assoggettato alla legislazione dello Stato in cui lavora,,it,07
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/08,Personale di volo e di cabina,,it,08
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/09,Eccezione - Accordo in deroga generico,,it,09
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/10,Eccezione - Accordo in deroga lavoratore autonomo,,it,10
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/11,Eccezione - Accordo in deroga lavoratore dipendente DATORE DI LAVORO DOMESTICO,,it,11
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/12,Lavoratore subordinato distaccato DATORE DI LAVORO DOMESTICO,,it,12
https://w3id.org/italia/social-security/controlled-vocabulary/relevant-legislation/tipo_accordo_modello_A1/13,Lavoratore Marittimo,,it,13
