url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/01,Lavoratore autonomo distaccato,,it,01
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/02,Lavoratore autonomo che esercita un'attività in più stati,,it,02
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/03,Lavoratore autonomo e subordinato che esercita un'attività in più stati,,it,03
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/04,Dipendente pubblico,,it,04
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/05,Dipendente pubblico che svolge attività di lavoro subordinato e/o autonomo in più stati,,it,05
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/06,Lavoratore subordinato che esercita un'attività in più stati,,it,06
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/07,Lavoratore subordinato/autonomo che è assoggettato alla legislazione dello Stato in cui lavora,,it,07
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/08,Personale di volo e di cabina,,it,08
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/09,Eccezione - Accordo in deroga generico,,it,09
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/10,Eccezione - Accordo in deroga lavoratore autonomo,,it,10
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/11,Eccezione - Accordo in deroga lavoratore dipendente DATORE DI LAVORO DOMESTICO,,it,11
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/12,Lavoratore subordinato distaccato DATORE DI LAVORO DOMESTICO,,it,12
https://w3id.org/italia/social-security/controlled-vocabulary/relevantLegislation/tipo_accordo_modello_a1/13,Lavoratore Marittimo,,it,13
