url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/B,Tirocinanti,,it,B
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/C,Ricoverati,,it,C
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/D,Detenuti,,it,D
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/E,Soci delle cooperative e di ogni altro tipo di società ad eccezione di quelle artigiane,,it,E
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/G,Collaboratori familiari e coadiuvanti di imprese non artigiane,,it,G
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/H,Partecipanti all’impresa familiare non artigiana,,it,H
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/L,Partecipanti a stage,,it,L
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/M,Iscritti alle compagnie portuali,,it,M
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/N,"Componenti le carovane di facchini, vetturini o barrocciai",,it,N
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/P,Pescatori autonomi e soci di cooperative della piccola pesca marittima e delle acque interne,,it,P
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/Q,Medici in formazione specialistica,,it,Q
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/ulteriori_categorie/Z,Altri,,it,Z
